ImageName,Embedding
1_S10E04_177_u_1,"[[ 0.24849057  0.20776118  0.06337603 ...  0.13347301 -0.20395236
  -0.23936492]
 [ 0.08428203  0.09921207  0.09134894 ...  0.10121432 -0.07841536
   0.08878519]
 [ 0.16916268  0.074209    0.04177825 ...  0.10528687 -0.22035976
  -0.10360738]
 ...
 [ 0.17193346 -0.07764511  0.07595179 ...  0.08181834 -0.21138765
   0.07139198]
 [ 0.08409073 -0.0096353   0.02503043 ...  0.17078845 -0.16441642
   0.108129  ]
 [ 0.13241315  0.04023639  0.04386864 ...  0.16715936 -0.17014587
   0.03600506]]"
1_S10E04_177_u_2,"[[-0.03666291  0.17788604 -0.11244632 ...  0.24514756 -0.07315695
  -0.08053015]
 [-0.02799706  0.19979371 -0.14072496 ...  0.23277768 -0.0649223
  -0.09989448]
 [ 0.00450065  0.12504703 -0.07615054 ...  0.20629612 -0.04501772
  -0.06760165]
 ...
 [-0.08542413  0.14026903 -0.11486862 ...  0.22268516 -0.04159819
  -0.09079622]
 [-0.04707455  0.1919564  -0.20361069 ...  0.23804244 -0.07499021
  -0.14113589]
 [-0.08672442  0.17296883 -0.11210244 ...  0.2533606  -0.01414705
  -0.11458311]]"
1_S10E04_177_u_3,"[[ 0.16170813  0.13339451 -0.03228554 ...  0.04567511 -0.16572267
  -0.24896133]
 [ 0.06431793  0.07287049  0.02037335 ...  0.07927221 -0.09365205
   0.02736398]
 [ 0.02454307  0.19536899 -0.11562148 ...  0.2046162  -0.23216039
  -0.08559004]
 ...
 [ 0.14153402 -0.09086338  0.06705837 ...  0.07632458 -0.21164398
   0.08775928]
 [ 0.13663632 -0.04145398  0.01316717 ...  0.06005936 -0.20239384
   0.02769243]
 [ 0.05962734  0.01262457  0.06710584 ...  0.11832628 -0.11166072
   0.11192173]]"
1_S10E04_194_u_1,"[[-0.0068954   0.14462724 -0.17317683 ...  0.1991748  -0.03643557
  -0.14036117]
 [ 0.02070618  0.09729633 -0.03286116 ...  0.20916072  0.10319465
  -0.0320441 ]
 [ 0.05543695  0.12771179 -0.21943486 ...  0.16725817 -0.04306437
  -0.18499433]
 ...
 [ 0.03899061  0.14642921 -0.1542446  ...  0.19466822  0.04706014
  -0.17810115]
 [-0.00223134  0.17072983 -0.17912197 ...  0.24267003 -0.03477961
  -0.13070752]
 [-0.01937077  0.18769632 -0.19060344 ...  0.25722492 -0.03722495
  -0.1467162 ]]"
1_S10E04_194_u_2,"[[ 0.06100973 -0.01792404  0.00387189 ...  0.12472497 -0.05110008
   0.08330239]
 [ 0.09138921  0.00335058 -0.03999086 ...  0.12177284 -0.09067881
   0.04238737]
 [ 0.10545153 -0.00959398  0.02208673 ... -0.00377959 -0.09117569
  -0.05716   ]
 ...
 [ 0.16096671  0.04533456 -0.14874333 ...  0.05863788 -0.09467794
  -0.22007494]
 [ 0.1585122   0.0059908  -0.05799424 ...  0.00562952 -0.09484257
  -0.21730782]
 [ 0.15916753  0.01725511 -0.08064802 ...  0.0157226  -0.08094355
  -0.21155335]]"
1_S10E04_238_u_1,"[[-0.04664396  0.17420782 -0.1480557  ...  0.27874005 -0.06309113
  -0.06845777]
 [-0.00687709  0.16730443 -0.17559063 ...  0.27105275 -0.08641869
  -0.08050437]
 [ 0.00032714  0.07204463 -0.04847763 ...  0.24274656 -0.06614749
   0.10066482]
 ...
 [ 0.00215195  0.21452361 -0.22450063 ...  0.250104   -0.06538509
  -0.1407821 ]
 [-0.0280879   0.19205649 -0.14944923 ...  0.26063007 -0.07815109
  -0.07646281]
 [-0.04413506  0.231621   -0.21779776 ...  0.29687068 -0.09794772
  -0.10612621]]"
1_S10E04_238_u_2,"[[-0.03966818  0.16776483 -0.14099193 ...  0.2624123  -0.0495428
  -0.07033519]
 [-0.00038236  0.12801328 -0.1141074  ...  0.20848036 -0.03928137
  -0.05835641]
 [-0.0364927   0.09728684 -0.04278303 ...  0.24723914 -0.04161396
   0.03281508]
 ...
 [-0.00457937  0.20742145 -0.20489201 ...  0.2365919  -0.06631714
  -0.12748253]
 [-0.02182445  0.19909978 -0.16799742 ...  0.23150736 -0.03751405
  -0.13058217]
 [-0.04273786  0.22639835 -0.1916016  ...  0.27752754 -0.05640408
  -0.12994526]]"
1_S10E04_238_u_3,"[[-0.04227779  0.1942616  -0.16723445 ...  0.2653537  -0.05374085
  -0.11423929]
 [-0.00055382  0.15243515 -0.11369564 ...  0.18874574 -0.04020181
  -0.08662771]
 [-0.05498736  0.18055297 -0.1264926  ...  0.27527526 -0.07615562
  -0.06813891]
 ...
 [ 0.13452771  0.1628253  -0.13426274 ...  0.16529427  0.10605501
  -0.15184622]
 [ 0.02008727  0.19252157 -0.17001477 ...  0.20914246 -0.0230591
  -0.13623546]
 [-0.01423837  0.21831855 -0.1916728  ...  0.24226782 -0.05702238
  -0.13266459]]"
1_S10E04_262_u_1,"[[ 0.23836273  0.05143939 -0.15369558 ... -0.00991032 -0.16178209
  -0.3534955 ]
 [ 0.13567702  0.07019024 -0.23200044 ...  0.08257012 -0.14563684
  -0.2779891 ]
 [ 0.13266887  0.0724884  -0.19317833 ...  0.05615158  0.01081245
  -0.2063624 ]
 ...
 [ 0.03951822  0.14591745 -0.17872432 ...  0.2153339  -0.06210142
  -0.12999389]
 [ 0.03425418  0.13111185 -0.12676723 ...  0.18637249  0.02139837
  -0.13908169]
 [ 0.13037984  0.01130147  0.06014177 ...  0.03590001 -0.0994993
  -0.13839176]]"
1_S10E04_277_u_1,"[[ 0.00131488  0.15064614 -0.1930415  ...  0.15432826 -0.07520118
  -0.11280924]
 [-0.02173423  0.16656794 -0.19349605 ...  0.19280833 -0.04956993
  -0.13577417]
 [ 0.02106295  0.18244599 -0.23412979 ...  0.19976147 -0.08728227
  -0.13951331]
 ...
 [-0.06175501  0.18628083 -0.15425688 ...  0.2703275  -0.10497333
  -0.04057093]
 [-0.04688725  0.18205653 -0.18179652 ...  0.24555618 -0.09308253
  -0.07728274]
 [-0.02998751  0.16695383 -0.14077073 ...  0.23770195 -0.12117305
   0.0034643 ]]"
1_S10E04_277_u_2,"[[-0.03266866  0.1861665  -0.18557802 ...  0.21521682 -0.07823877
  -0.08555704]
 [-0.0441925   0.1925906  -0.1854786  ...  0.23789707 -0.05926271
  -0.12151254]
 [-0.017106    0.19570383 -0.21010458 ...  0.23205599 -0.08924672
  -0.11810346]
 ...
 [-0.04992415  0.17636567 -0.14775676 ...  0.27487367 -0.13842005
   0.01094071]
 [-0.06060593  0.18788235 -0.17080459 ...  0.25546527 -0.10937527
  -0.05751509]
 [ 0.00337144  0.1426985  -0.13175255 ...  0.24587837 -0.16748667
   0.05439178]]"
1_S10E04_277_u_3,"[[-0.02780718  0.17855474 -0.19602543 ...  0.21052451 -0.07654232
  -0.1022943 ]
 [-0.02792602  0.1811064  -0.19283932 ...  0.22260511 -0.05326803
  -0.13208142]
 [-0.02214868  0.19932829 -0.21744493 ...  0.24024466 -0.0901881
  -0.12602973]
 ...
 [-0.04733716  0.17793317 -0.15722471 ...  0.27655807 -0.14393613
   0.00409483]
 [-0.04949439  0.17994548 -0.17982334 ...  0.24213254 -0.11665097
  -0.05609962]
 [ 0.00294625  0.1415644  -0.13176435 ...  0.24305409 -0.15953316
   0.05499017]]"
1_S10E04_307_u_1,"[[-0.01865654  0.17783925 -0.21071476 ...  0.24088517 -0.0608188
  -0.15119517]
 [-0.03189233  0.17028677 -0.19537452 ...  0.24507564 -0.06782383
  -0.12338388]
 [-0.04684591  0.19910714 -0.20887434 ...  0.2792287  -0.09023389
  -0.12059467]
 ...
 [-0.03605526  0.14782642 -0.17530948 ...  0.22256473 -0.05974752
  -0.10814205]
 [-0.04424895  0.13954526 -0.14014867 ...  0.21135026 -0.02710167
  -0.09687424]
 [-0.01005851  0.12787846 -0.15877637 ...  0.19498192 -0.02688469
  -0.12480035]]"
1_S10E04_307_u_2,"[[-0.06039356  0.20465572 -0.1722033  ...  0.28680807 -0.07548276
  -0.10664113]
 [-0.08404534  0.21413751 -0.16302955 ...  0.30893862 -0.08604063
  -0.06987649]
 [-0.06942344  0.20272447 -0.1701932  ...  0.2667972  -0.09157945
  -0.09052923]
 ...
 [-0.05026472  0.15564284 -0.12737986 ...  0.25562072 -0.05614244
  -0.04742345]
 [-0.04981156  0.15850952 -0.12394527 ...  0.26827696 -0.06880015
  -0.0459203 ]
 [-0.05802167  0.17254147 -0.1460709  ...  0.27145255 -0.08259447
  -0.05830222]]"
1_S10E04_307_u_3,"[[-0.06712936  0.23331995 -0.19865921 ...  0.3061873  -0.09310542
  -0.11545707]
 [-0.09362866  0.22586718 -0.17915812 ...  0.3044118  -0.10603997
  -0.08668478]
 [-0.05029783  0.18758017 -0.15215951 ...  0.23425099 -0.03048274
  -0.12294834]
 ...
 [-0.06965902  0.16252246 -0.14119104 ...  0.26583776 -0.0711702
  -0.06779644]
 [-0.06730787  0.17600401 -0.13238046 ...  0.2688771  -0.05976782
  -0.07849216]
 [-0.0666662   0.17912407 -0.16382068 ...  0.25424656 -0.08150859
  -0.07483874]]"
1_S10E04_343_u_1,"[[-0.07335651  0.12890628 -0.09729625 ...  0.20391697 -0.06882018
  -0.0591868 ]
 [-0.04249104  0.09955819 -0.09298014 ...  0.17829414 -0.0579361
  -0.0343286 ]
 [ 0.04145039 -0.26335543  0.07886241 ...  0.16483548  0.03193934
  -0.09087017]
 ...
 [-0.03974309  0.0423363   0.0127823  ...  0.19778171 -0.01751452
   0.07947357]
 [-0.04709393  0.0324125   0.0075831  ...  0.20353366 -0.01421488
   0.05472772]
 [-0.04023737 -0.00999791  0.01307367 ...  0.15313827  0.04916772
  -0.01329809]]"
1_S10E04_361_u_1,"[[ 0.02356813  0.1426221  -0.11183538 ...  0.19088402  0.06988876
  -0.1262023 ]
 [ 0.19833685  0.1504006   0.04372508 ...  0.26613763  0.14585912
   0.06232211]
 [ 0.03469311  0.16725047 -0.14972743 ...  0.2062388   0.02499945
  -0.15242058]
 ...
 [ 0.181483    0.16557477 -0.09141097 ...  0.09316839  0.07410799
  -0.14738259]
 [ 0.13174583  0.12780651 -0.07657301 ...  0.13599631  0.12967877
  -0.08022934]
 [-0.00850462  0.18953547 -0.15042621 ...  0.21126747 -0.04868594
  -0.1284455 ]]"
1_S10E04_398_u_1,"[[ 0.06443076  0.12389778 -0.22455251 ...  0.14233868 -0.10789052
  -0.22129913]
 [ 0.07890368  0.10402524 -0.23531145 ...  0.13495696 -0.10223852
  -0.23701811]
 [ 0.14280625  0.06720629 -0.04025266 ...  0.04464807 -0.19071727
  -0.27897072]
 ...
 [-0.0332712   0.20380466 -0.18470606 ...  0.270214   -0.07315274
  -0.12163746]
 [-0.03482681  0.19969925 -0.1634919  ...  0.26361972 -0.03004814
  -0.13115954]
 [-0.01976426  0.2207793  -0.19987875 ...  0.27193597 -0.07238986
  -0.16062026]]"
1_S10E04_403_u_1,"[[ 0.0387852   0.0512514   0.12347857 ...  0.08646964 -0.07283126
   0.12642467]
 [ 0.04688431  0.08388059  0.04517877 ...  0.19291972  0.07834314
   0.09071793]
 [ 0.16291578  0.16346784 -0.00134999 ...  0.13915265 -0.10457888
  -0.18214846]
 ...
 [ 0.1966433   0.17633948  0.06716146 ...  0.23868081  0.02547465
  -0.01675187]
 [ 0.24255748  0.18864241  0.01280741 ...  0.16341639  0.0400739
  -0.07088888]
 [ 0.1443267   0.01921565  0.075348   ...  0.20163864  0.03089687
  -0.03532909]]"
1_S10E04_403_u_2,"[[ 0.22161326  0.00201049 -0.10667042 ...  0.03185644 -0.20817916
  -0.31590873]
 [ 0.13549    -0.00136616 -0.10964987 ...  0.09014243 -0.21896419
  -0.21034437]
 [ 0.15113565  0.07046819 -0.22298881 ...  0.09403645 -0.14077957
  -0.23593721]
 ...
 [-0.02583695  0.18656702 -0.18117607 ...  0.27884492 -0.09758504
  -0.10307071]
 [-0.05093223  0.17576851 -0.14934698 ...  0.2865363  -0.09752001
  -0.06439416]
 [ 0.01942434  0.10249594 -0.07070339 ...  0.2409293  -0.13805357
   0.07573123]]"
1_S10E05_079_u_1,"[[-0.00448674  0.12476037 -0.12569803 ...  0.17413439  0.00031742
  -0.09725489]
 [ 0.02370552  0.1309616  -0.16413376 ...  0.20474488 -0.01077398
  -0.13424945]
 [ 0.00851722  0.12377429 -0.17912596 ...  0.19206202 -0.03524764
  -0.10266143]
 ...
 [-0.05123194  0.19182816 -0.16294825 ...  0.2846377  -0.05082986
  -0.12129128]
 [-0.03024066  0.14582124 -0.14045319 ...  0.23648885 -0.04004851
  -0.09868639]
 [-0.04490574  0.1410807  -0.10059371 ...  0.22936508 -0.0238339
  -0.07422522]]"
1_S10E05_079_u_2,"[[-0.03617929  0.14882377 -0.1338903  ...  0.216694   -0.01476189
  -0.10924879]
 [-0.02589338  0.16414793 -0.16548428 ...  0.23513344 -0.03759183
  -0.13509017]
 [-0.02078542  0.16765517 -0.20099273 ...  0.23775136 -0.0526027
  -0.13506263]
 ...
 [-0.04228905  0.20762043 -0.19352746 ...  0.28593478 -0.05827245
  -0.14254086]
 [-0.04908057  0.18793863 -0.19359815 ...  0.2642554  -0.0716396
  -0.12952507]
 [-0.01264853  0.16862766 -0.18559766 ...  0.23985648 -0.04044112
  -0.13553032]]"
1_S10E05_079_u_3,"[[ 0.03224535  0.10633297 -0.15424755 ...  0.14888649 -0.01189016
  -0.10463839]
 [ 0.06614774  0.11233655 -0.17567831 ...  0.16824643 -0.01020411
  -0.13917905]
 [ 0.14002953  0.09226125 -0.23605132 ...  0.12204476 -0.07719094
  -0.16271535]
 ...
 [-0.01046371  0.17646617 -0.17403877 ...  0.24673408 -0.01795352
  -0.1560529 ]
 [-0.02072306  0.15319273 -0.16619122 ...  0.22769257 -0.04651098
  -0.10941843]
 [ 0.03414056  0.14973521 -0.18919572 ...  0.21063115  0.00047591
  -0.16590671]]"
1_S10E05_110_u_1,"[[-0.0034943   0.1453166  -0.09860791 ...  0.21178928  0.02559737
  -0.1077702 ]
 [-0.00309521  0.15069465 -0.10373767 ...  0.2224036   0.0262017
  -0.11494213]
 [ 0.15076603  0.14113064  0.00300577 ...  0.21643052  0.11389814
   0.02002669]
 ...
 [-0.06646655  0.23114894 -0.16649434 ...  0.29869133 -0.0339109
  -0.14510328]
 [-0.06262362  0.20787442 -0.17832735 ...  0.2774066  -0.06560387
  -0.13283893]
 [-0.01415111  0.17049529 -0.1759898  ...  0.23608771 -0.02166552
  -0.14937788]]"
1_S10E05_120_u_1,"[[-2.7652044e-02  1.3977078e-01 -1.3822195e-01 ...  2.2642924e-01
  -3.6369085e-02 -9.9354655e-02]
 [ 9.7818673e-05  8.5261464e-02 -5.9896264e-02 ...  1.9576976e-01
  -2.7642641e-03 -3.4120090e-02]
 [ 3.3235103e-02  8.7878600e-02 -1.5320367e-01 ...  1.7066985e-01
  -2.3288909e-02 -1.0261007e-01]
 ...
 [-3.0430052e-02  1.0770711e-01 -8.6227350e-02 ...  2.3714638e-01
  -3.6134191e-02 -1.9560948e-02]
 [ 1.0934938e-02  9.2811882e-02 -1.3940823e-01 ...  1.9238056e-01
  -2.7739402e-02 -7.8470513e-02]
 [-2.1048073e-02  9.4941631e-02 -6.4648256e-02 ...  2.1325371e-01
  -1.1238493e-02 -2.0297445e-02]]"
1_S10E05_288_u_1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
1_S10E05_288_u_10,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
1_S10E05_288_u_11,"[[-0.02194184  0.26124167 -0.1756463  ...  0.22953048 -0.15711819
  -0.121211  ]
 [ 0.01759261  0.28705758 -0.13297486 ...  0.24000707 -0.16518576
  -0.14714694]
 [ 0.10469431  0.23642169 -0.01709923 ...  0.18269807 -0.09723933
  -0.0080207 ]
 ...
 [-0.07105567  0.22923449 -0.203015   ...  0.283383   -0.10487087
  -0.11127955]
 [-0.08377714  0.19747329 -0.12271463 ...  0.26248273 -0.03687252
  -0.08717737]
 [-0.07138138  0.22938707 -0.18218622 ...  0.2748896  -0.09262879
  -0.09710354]]"
1_S10E05_288_u_12,"[[-0.02591596  0.2000225  -0.14021328 ...  0.21066664 -0.08552632
  -0.06432061]
 [-0.00481517  0.28218085 -0.13338724 ...  0.236653   -0.13440315
  -0.11230437]
 [ 0.1754898   0.1939956   0.10688902 ...  0.1753431   0.02102147
   0.09470787]
 ...
 [-0.07146946  0.24314763 -0.21771732 ...  0.29240113 -0.12324813
  -0.11215532]
 [-0.08165634  0.18254504 -0.11244148 ...  0.25401196 -0.02996037
  -0.07822771]
 [-0.06702675  0.20805521 -0.17437997 ...  0.25123963 -0.09237958
  -0.08245565]]"
1_S10E05_288_u_13,"[[-0.02773695  0.193952   -0.17175546 ...  0.2202772  -0.09420039
  -0.05656425]
 [ 0.00775567  0.2903964  -0.11667176 ...  0.24310869 -0.12835759
  -0.09356706]
 [ 0.07767206  0.16780563  0.05017684 ...  0.17124479 -0.00481455
   0.07497363]
 ...
 [-0.08579294  0.22890119 -0.18258008 ...  0.281063   -0.10978654
  -0.09145258]
 [-0.0740249   0.13564558 -0.02210752 ...  0.23612869  0.04721763
  -0.00539868]
 [-0.06568576  0.18994835 -0.16171414 ...  0.2407513  -0.07589765
  -0.07795249]]"
1_S10E05_288_u_14,"[[-0.03450506  0.19180417 -0.16226849 ...  0.22333768 -0.09011866
  -0.04876604]
 [ 0.01999659  0.28705838 -0.10575569 ...  0.24417275 -0.12796411
  -0.08362177]
 [ 0.08963874  0.20111312  0.02677662 ...  0.17972809 -0.04002995
   0.05264475]
 ...
 [-0.08724964  0.23689172 -0.191867   ...  0.2916353  -0.11430979
  -0.10186113]
 [-0.07376593  0.14606217 -0.03150996 ...  0.24190962  0.04591612
  -0.0263974 ]
 [-0.07782531  0.19510911 -0.15104997 ...  0.25433996 -0.06949611
  -0.07930949]]"
1_S10E05_288_u_15,"[[ 0.00432377  0.17193666 -0.15401149 ...  0.1777077  -0.10382786
  -0.04559024]
 [ 0.02438425  0.28653958 -0.11175523 ...  0.2380754  -0.16463575
  -0.11212821]
 [ 0.04097601  0.2072347  -0.03414056 ...  0.19443402 -0.03803248
   0.01555428]
 ...
 [-0.07406309  0.22944476 -0.20181575 ...  0.28865987 -0.11509998
  -0.09654798]
 [-0.09468554  0.15132459 -0.06141569 ...  0.24350604 -0.00595489
  -0.03199814]
 [-0.06781432  0.20287022 -0.1750781  ...  0.2551254  -0.0895959
  -0.08037679]]"
1_S10E05_288_u_16,"[[-0.01162615  0.18280943 -0.14385694 ...  0.18584506 -0.09400341
  -0.06523386]
 [ 0.00511956  0.27981642 -0.11761072 ...  0.23865518 -0.14879747
  -0.11094615]
 [ 0.05022231  0.20979561 -0.0286946  ...  0.18385781  0.0066517
  -0.00135864]
 ...
 [-0.05940558  0.22471459 -0.20575693 ...  0.26669547 -0.1252855
  -0.09138413]
 [-0.08814436  0.13036644 -0.06260954 ...  0.21850723 -0.01027101
  -0.02107139]
 [-0.05190048  0.1971159  -0.18494472 ...  0.23734367 -0.09636813
  -0.07704052]]"
1_S10E05_288_u_17,"[[-0.02855081  0.18842606 -0.14374518 ...  0.20453459 -0.07646832
  -0.07079323]
 [-0.00886006  0.27098444 -0.12525067 ...  0.23583075 -0.11972126
  -0.11247598]
 [ 0.0456809   0.13553877  0.02848171 ...  0.17496416  0.04161567
   0.06550218]
 ...
 [-0.05742214  0.2104674  -0.19557232 ...  0.24954116 -0.11093996
  -0.09379505]
 [-0.08788201  0.13264444 -0.05453577 ...  0.22067836 -0.00295203
  -0.02598139]
 [-0.0480114   0.20658696 -0.19600454 ...  0.24402484 -0.10450934
  -0.08354107]]"
1_S10E05_288_u_18,"[[-0.02736412  0.16797842 -0.13555467 ...  0.1884948  -0.0769888
  -0.06953595]
 [-0.02247122  0.23790123 -0.14496374 ...  0.23302424 -0.11553241
  -0.1169551 ]
 [ 0.01532744  0.11914669 -0.01112087 ...  0.19061346  0.06659549
   0.01617355]
 ...
 [-0.05427863  0.20112218 -0.1880734  ...  0.23484325 -0.12093751
  -0.07769586]
 [-0.06534028  0.09716173 -0.05000945 ...  0.1841422  -0.01175845
  -0.00897269]
 [-0.0338908   0.183312   -0.18053901 ...  0.22297236 -0.10739139
  -0.047681  ]]"
1_S10E05_288_u_19,"[[-4.95386682e-02  1.86073735e-01 -1.53502107e-01 ...  2.10172504e-01
  -8.05304497e-02 -7.60387406e-02]
 [-2.17777528e-02  2.57166356e-01 -1.54742241e-01 ...  2.40035594e-01
  -1.08932570e-01 -1.18757546e-01]
 [ 3.92739028e-02  1.00941628e-01 -1.45963766e-02 ...  1.72600150e-01
   7.04121888e-02  1.86991170e-02]
 ...
 [-5.80987073e-02  2.18147606e-01 -2.00004965e-01 ...  2.48995215e-01
  -1.25414997e-01 -1.02084525e-01]
 [-8.06769431e-02  9.28981751e-02 -3.17404196e-02 ...  2.04366580e-01
   2.37386674e-04  3.27386707e-03]
 [-4.46776785e-02  2.06531584e-01 -2.01411575e-01 ...  2.40188539e-01
  -1.27597734e-01 -6.91978782e-02]]"
1_S10E05_288_u_2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
1_S10E05_288_u_20,"[[-0.02017449  0.19600552 -0.15390432 ...  0.19996583 -0.0816617
  -0.07909322]
 [ 0.01167639  0.29345924 -0.12112691 ...  0.23833546 -0.14261211
  -0.10274542]
 [ 0.05187469  0.18537341 -0.0011043  ...  0.17168705  0.00276418
   0.03740147]
 ...
 [-0.0513769   0.21299553 -0.1972883  ...  0.2517847  -0.1124835
  -0.08890745]
 [-0.08144429  0.11303805 -0.04155922 ...  0.20413221  0.00509004
  -0.00598316]
 [-0.04310677  0.19027297 -0.17159423 ...  0.23997113 -0.09334071
  -0.06732816]]"
1_S10E05_288_u_21,"[[-0.02987323  0.2113347  -0.17152026 ...  0.21455538 -0.0825752
  -0.10596914]
 [-0.01563986  0.28349808 -0.1542781  ...  0.23840672 -0.1303249
  -0.11785607]
 [ 0.0413857   0.18153423 -0.03885357 ...  0.1904707   0.02899236
  -0.00916847]
 ...
 [-0.05461523  0.18832144 -0.16985297 ...  0.23533243 -0.0988912
  -0.06441157]
 [-0.08399023  0.10278399 -0.03969115 ...  0.20748654 -0.01017299
   0.00698985]
 [-0.03458407  0.18252435 -0.16697094 ...  0.22553432 -0.0975899
  -0.035129  ]]"
1_S10E05_288_u_22,"[[-0.0519212   0.23024371 -0.1759713  ...  0.239914   -0.08640409
  -0.10513312]
 [-0.02343974  0.28866944 -0.16603893 ...  0.25680974 -0.12960497
  -0.12113202]
 [ 0.01740388  0.17086694 -0.04707842 ...  0.19383395  0.01606522
  -0.02633075]
 ...
 [-0.05616674  0.18549167 -0.16291705 ...  0.23842788 -0.09871013
  -0.05165393]
 [-0.09362832  0.12674025 -0.0598879  ...  0.2236861  -0.02493929
  -0.00889081]
 [-0.03438956  0.18453647 -0.16808525 ...  0.23132694 -0.10530299
  -0.02559719]]"
