ImageName,Embedding
2_56_u_3,"[[-0.13305256 -0.05498276  0.42403755 ... -0.2060235  -0.18922038
   0.22167568]
 [-0.19468004 -0.10613912  0.45571375 ... -0.12850872 -0.20821337
   0.20840937]
 [-0.14670065 -0.11050114  0.50993794 ... -0.15608096 -0.2095741
   0.26533964]
 ...
 [-0.1439615  -0.05939539  0.40134954 ... -0.15536645 -0.21107765
   0.2321105 ]
 [-0.15511985 -0.08016294  0.38193735 ... -0.09077428 -0.22153008
   0.19993956]
 [-0.17245603 -0.02154846  0.33528277 ... -0.05673353 -0.2108498
   0.15562111]]"
2_570_u_1,"[[-0.04640948 -0.0317364   0.16409494 ... -0.10138524 -0.06626375
   0.13315985]
 [-0.12649107  0.05678992  0.08373056 ... -0.11290817 -0.0646945
   0.1696756 ]
 [-0.04066643 -0.05022776  0.19635895 ... -0.15695447 -0.09537561
   0.17435803]
 ...
 [-0.09719713  0.03630524 -0.2058426  ... -0.09455317  0.0368389
   0.0793651 ]
 [-0.13628493  0.0641731  -0.04736138 ... -0.1822253  -0.01046824
   0.13779123]
 [-0.1294345   0.00806993 -0.03774228 ... -0.03448481 -0.021568
   0.1294195 ]]"
2_570_u_2,"[[-0.00417207 -0.11991263  0.20679553 ... -0.05625717 -0.08801688
   0.15719725]
 [-0.05782889 -0.10220982  0.2503394  ... -0.08689293 -0.11689325
   0.17875843]
 [-0.02210235 -0.06551187  0.14458531 ... -0.10869223 -0.06372516
   0.13550459]
 ...
 [-0.09191224  0.05475117 -0.19188012 ... -0.12174109  0.03852449
   0.0740504 ]
 [-0.12148693  0.05171514 -0.00624274 ... -0.15624762 -0.02067681
   0.13476327]
 [-0.10428324 -0.06276907  0.01380489 ... -0.01568031 -0.02143857
   0.16474979]]"
2_570_u_3,"[[-0.02323805 -0.06094617  0.17763895 ... -0.17005065 -0.07046637
   0.13054967]
 [ 0.06352784 -0.10190226  0.16977605 ... -0.13560584 -0.04710098
   0.14127073]
 [-0.11768843 -0.03497376  0.3046154  ... -0.16447082 -0.15224788
   0.14229189]
 ...
 [-0.10007243 -0.09918821  0.44966322 ... -0.24285646 -0.17441353
   0.27001834]
 [-0.12306082 -0.12507726  0.42315173 ... -0.20873126 -0.17185114
   0.25597417]
 [-0.08533634 -0.09986707  0.35968316 ... -0.24959868 -0.14364226
   0.24760033]]"
2_572_u_1,"[[-0.13326797 -0.12655038  0.49347433 ... -0.18146315 -0.21028218
   0.27273643]
 [-0.11427513 -0.1930662   0.49870473 ... -0.15019342 -0.21597633
   0.29439464]
 [-0.15552738 -0.12070438  0.51251215 ... -0.15214032 -0.21468961
   0.26853013]
 ...
 [-0.06470123 -0.16567855  0.5012653  ... -0.16335955 -0.21158889
   0.2699973 ]
 [-0.0583155  -0.11421302  0.46173966 ... -0.22563659 -0.18937083
   0.26209715]
 [-0.14642176 -0.1311262   0.4986194  ... -0.14975984 -0.21933696
   0.2484996 ]]"
2_573_u_1,"[[-0.09589425 -0.04202924  0.34262076 ... -0.2657333  -0.12798077
   0.1941095 ]
 [-0.11344478 -0.10929177  0.43675813 ... -0.2681575  -0.15429674
   0.2707263 ]
 [-0.11367655  0.02739225  0.20926738 ... -0.18206693 -0.11723991
   0.10107896]
 ...
 [-0.11102894 -0.01633482  0.27629858 ... -0.26928574 -0.11212284
   0.15396823]
 [-0.10232069 -0.03863657  0.33908072 ... -0.28484803 -0.13631853
   0.20731236]
 [-0.1024282  -0.04153766  0.31979194 ... -0.29161188 -0.11658482
   0.19371863]]"
2_573_u_2,"[[-0.08955121 -0.04777519  0.36283278 ... -0.26648465 -0.1458598
   0.22055681]
 [-0.10149799 -0.12180931  0.45974723 ... -0.28148657 -0.16209319
   0.31037164]
 [-0.10574083  0.01718635  0.18274127 ... -0.17098024 -0.11244991
   0.11013676]
 ...
 [-0.11228979 -0.03262603  0.31895706 ... -0.27798012 -0.1237516
   0.17747858]
 [-0.10805248 -0.05697589  0.37609988 ... -0.2842684  -0.1479176
   0.2280876 ]
 [-0.11555913 -0.05333661  0.34943578 ... -0.27564412 -0.13693863
   0.21025468]]"
2_573_u_3,"[[-0.1063922  -0.05867366  0.37355852 ... -0.24101453 -0.15102129
   0.21101522]
 [-0.11904228 -0.10609844  0.43695834 ... -0.24298674 -0.16273546
   0.26676846]
 [-0.12924019 -0.05532584  0.31774178 ... -0.16818276 -0.15822375
   0.16171426]
 ...
 [-0.09535532 -0.04799537  0.34378022 ... -0.2847001  -0.14085199
   0.2277043 ]
 [-0.09742282 -0.0780839   0.37840688 ... -0.26504356 -0.16517258
   0.2606759 ]
 [-0.0833151  -0.0599246   0.31654966 ... -0.2656166  -0.15305832
   0.24797818]]"
2_573_u_4,"[[-0.09781638 -0.0046114   0.22263996 ... -0.22329082 -0.08549473
   0.10840223]
 [-0.12978464 -0.09321008  0.37608385 ... -0.22879529 -0.14447457
   0.21004695]
 [-0.14393258 -0.0123193   0.27434817 ... -0.17263664 -0.1401099
   0.1142064 ]
 ...
 [-0.10223518 -0.01560804  0.2906379  ... -0.27201432 -0.12925367
   0.18578857]
 [-0.07412779 -0.08406246  0.3754268  ... -0.27456304 -0.16700983
   0.28235224]
 [-0.08180584 -0.05528699  0.32287517 ... -0.27430418 -0.14732869
   0.24165504]]"
2_573_u_5,"[[-0.07340553  0.0485498   0.24341078 ... -0.18026721 -0.14028643
   0.1547466 ]
 [-0.11019242  0.02195927  0.2894489  ... -0.19582415 -0.15884976
   0.17441751]
 [-0.11501685 -0.04128984  0.40768003 ... -0.17667882 -0.18396991
   0.2135906 ]
 ...
 [-0.05665756 -0.02595459  0.27232918 ... -0.20009641 -0.14933668
   0.20491235]
 [-0.05282462 -0.0664876   0.3756063  ... -0.2273844  -0.17679386
   0.2645353 ]
 [-0.04242022  0.01378124  0.16583008 ... -0.14526097 -0.07759365
   0.14042626]]"
2_574_u_1,"[[-0.01532923 -0.11155982  0.20575015 ... -0.14577131 -0.10502066
   0.19461736]
 [-0.03592049 -0.00803507  0.10445996 ... -0.1176829  -0.05992949
   0.12124053]
 [-0.14072776  0.04954771 -0.06320676 ... -0.22197318  0.00470564
   0.16923147]
 ...
 [-0.05693296 -0.062956    0.28320155 ... -0.2504895  -0.10212057
   0.18491626]
 [-0.08980307 -0.16184148  0.35302025 ... -0.18129654 -0.17552854
   0.268789  ]
 [-0.06024656 -0.12639733  0.3827527  ... -0.23597385 -0.16967428
   0.2774293 ]]"
2_574_u_2,"[[-0.17963672 -0.03517118  0.31061238 ... -0.15888852 -0.11475138
   0.05513119]
 [-0.2133432  -0.13403249  0.32888287 ... -0.08842051 -0.11983132
   0.02769521]
 [-0.21389836 -0.12184215  0.42323738 ... -0.10373701 -0.18906286
   0.15644547]
 ...
 [-0.17345487 -0.04494401  0.262362   ... -0.11146395 -0.14251748
   0.0669506 ]
 [-0.2397305  -0.14582832  0.37334716 ... -0.05749409 -0.20699969
   0.10830288]
 [-0.17776416 -0.18725716  0.18037282 ... -0.08072394 -0.07407845
  -0.03387193]]"
2_575_u_1,"[[-0.12640655 -0.06677523  0.2619419  ... -0.12726423 -0.1430352
   0.09287719]
 [-0.15986729 -0.05107952  0.2788137  ... -0.11313559 -0.13968974
   0.08794608]
 [-0.19967225 -0.141872    0.35445845 ... -0.08258697 -0.16325198
   0.09017673]
 ...
 [-0.04834762  0.00450858  0.1412406  ... -0.17217897 -0.05235252
   0.0836155 ]
 [-0.13409026 -0.00282984  0.324928   ... -0.23388775 -0.1437697
   0.14881572]
 [-0.1394621  -0.01494502  0.3282138  ... -0.17819655 -0.16500452
   0.13943858]]"
2_575_u_2,"[[-1.7009875e-01 -1.3376592e-01  2.5434864e-01 ... -3.5517246e-02
  -1.5496564e-01  5.7311531e-02]
 [-1.7821424e-01 -3.5639577e-02  1.3911059e-01 ... -7.1765304e-02
  -6.9119528e-02 -9.1726109e-03]
 [-2.1988085e-01 -1.8042344e-01  2.8031480e-01 ... -5.2980758e-02
  -1.5170097e-01  6.3957423e-02]
 ...
 [-2.9245954e-02 -2.6102141e-03  1.1099835e-01 ... -1.0058731e-01
  -7.0254169e-02  5.8144387e-02]
 [-1.4615011e-01 -2.5528420e-02  3.4244919e-01 ... -2.0884186e-01
  -1.6186304e-01  1.7005751e-01]
 [-1.2955967e-01  2.9674172e-04  3.0172744e-01 ... -1.8429726e-01
  -1.5618548e-01  1.3940884e-01]]"
2_576_u_1,"[[-0.23781228 -0.08396566  0.35460672 ...  0.0937051  -0.18276888
   0.11656603]
 [-0.12747675 -0.02451216  0.28219837 ...  0.03223278 -0.12807363
   0.12416102]
 [-0.07459006 -0.23576419  0.36564347 ... -0.01835964 -0.20595825
   0.16296527]
 ...
 [ 0.00959834 -0.03707585  0.16434613 ... -0.21656252 -0.06524567
   0.17794326]
 [-0.07418662 -0.00265079  0.20216222 ... -0.1859349  -0.11099595
   0.17842147]
 [-0.07156421 -0.11641904  0.3485257  ... -0.10486346 -0.17770419
   0.20033412]]"
2_577_u_1,"[[-0.13391492 -0.09281579  0.4722085  ... -0.22292194 -0.18527508
   0.25509563]
 [-0.13592409 -0.07786262  0.44013798 ... -0.21383192 -0.178377
   0.21766876]
 [-0.13433751 -0.11364478  0.5093437  ... -0.22917724 -0.19639193
   0.30145887]
 ...
 [-0.12348257 -0.15375979  0.41182518 ... -0.184095   -0.18156472
   0.2779669 ]
 [-0.14970174 -0.1174269   0.40269965 ... -0.17264144 -0.16738978
   0.20977885]
 [-0.14539185 -0.0982186   0.35408747 ... -0.16458985 -0.16213769
   0.1839144 ]]"
2_577_u_2,"[[-0.12116984 -0.08478435  0.45980284 ... -0.23683244 -0.17739141
   0.24816549]
 [-0.12435022 -0.07755037  0.42646056 ... -0.21173319 -0.16874039
   0.20354646]
 [-0.14084508 -0.11138384  0.4931398  ... -0.22219113 -0.19637239
   0.2926648 ]
 ...
 [-0.12077983 -0.15806834  0.3493592  ... -0.1417523  -0.17476192
   0.23734918]
 [-0.10593523 -0.12618805  0.31047952 ... -0.15335502 -0.15180826
   0.18496728]
 [-0.1340703  -0.10129751  0.31934863 ... -0.14853257 -0.15538749
   0.1559298 ]]"
2_577_u_3,"[[-0.13106015 -0.0797729   0.4616013  ... -0.23383574 -0.17800233
   0.24276072]
 [-0.12073499 -0.0756975   0.42478594 ... -0.21266216 -0.16811067
   0.20477152]
 [-0.1464651  -0.11302963  0.5025897  ... -0.22026744 -0.1974048
   0.29590675]
 ...
 [-0.1251662  -0.16378187  0.35162437 ... -0.13731514 -0.17137077
   0.23122498]
 [-0.11340286 -0.12897576  0.30989835 ... -0.14894417 -0.14982778
   0.17535546]
 [-0.14452122 -0.09529595  0.33848903 ... -0.1575428  -0.15487753
   0.15436421]]"
2_577_u_4,"[[-0.14347056 -0.04484213  0.3692684  ... -0.23693264 -0.139023
   0.15554765]
 [-0.12708184 -0.04013804  0.35256338 ... -0.21763724 -0.12975958
   0.13825175]
 [-0.14978802 -0.09524171  0.48452988 ... -0.21952811 -0.19252437
   0.27604687]
 ...
 [-0.11651921 -0.14347614  0.3120634  ... -0.14093518 -0.17170523
   0.24217463]
 [-0.10963964 -0.12567362  0.30431587 ... -0.12183666 -0.16914627
   0.19294435]
 [-0.10627344  0.00462875  0.17972137 ... -0.15418713 -0.11063115
   0.11011015]]"
2_579_u_1,"[[-0.07386468  0.01844792  0.24521445 ... -0.27154353 -0.11670226
   0.17594366]
 [-0.06317072  0.04316584  0.18562095 ... -0.25945827 -0.09827343
   0.16883622]
 [-0.057441    0.02705125  0.20645185 ... -0.22906338 -0.1323499
   0.16534075]
 ...
 [-0.08062764  0.08145669  0.17476247 ... -0.20133157 -0.1355236
   0.15994367]
 [-0.08390198  0.06907591  0.15843521 ... -0.221254   -0.11176226
   0.1459344 ]
 [-0.13751154  0.02128531  0.31566805 ... -0.23000968 -0.14094305
   0.1416728 ]]"
2_581_u_1,"[[-0.11626377  0.00958769  0.31039557 ... -0.20784932 -0.19422214
   0.22876523]
 [-0.15350994 -0.01160109  0.36467424 ... -0.16995572 -0.21310997
   0.23497283]
 [-0.15636797  0.034345    0.3184225  ... -0.17834596 -0.18725987
   0.19056116]
 ...
 [-0.16689213  0.0534218   0.31708825 ... -0.13812521 -0.19902457
   0.18816537]
 [-0.19463499  0.10221073  0.20728336 ... -0.10085431 -0.14965057
   0.1913573 ]
 [-0.19139211  0.04951436  0.28374505 ... -0.08600195 -0.18783589
   0.16698724]]"
2_581_u_2,"[[-0.11211291  0.02294921  0.22704561 ... -0.18784912 -0.14844474
   0.22658426]
 [-0.15424317 -0.0333233   0.3548645  ... -0.17606282 -0.21781097
   0.24458261]
 [-0.12869518 -0.01096408  0.32561114 ... -0.19419503 -0.19280119
   0.22113521]
 ...
 [-0.17538793 -0.01632101  0.35942733 ... -0.13042638 -0.21313183
   0.20386581]
 [-0.17836376  0.0541477   0.22993052 ... -0.0840646  -0.1820632
   0.1729341 ]
 [-0.16021799 -0.02962492  0.2955547  ... -0.10397562 -0.20636468
   0.19167264]]"
2_581_u_3,"[[-0.15356895 -0.04393772  0.29292533 ... -0.05337752 -0.19636798
   0.1535982 ]
 [-0.15694408 -0.10336964  0.34606245 ... -0.03837665 -0.20492902
   0.1784035 ]
 [-0.17834567 -0.07802363  0.36840138 ... -0.02511458 -0.211212
   0.17131376]
 ...
 [-0.07184558 -0.13249518  0.3933349  ... -0.20251188 -0.1682353
   0.26922587]
 [-0.09318723 -0.05257487  0.3074145  ... -0.20645736 -0.14503452
   0.2139627 ]
 [-0.03958623 -0.07935955  0.3142548  ... -0.22263174 -0.13129917
   0.23770347]]"
2_581_u_4,"[[-0.15863362 -0.06207686  0.3109496  ... -0.0982044  -0.17661329
   0.15138789]
 [-0.14787504 -0.06422563  0.36654955 ... -0.09811525 -0.19623592
   0.19326007]
 [-0.30123577 -0.17385596  0.384395   ...  0.02565682 -0.21383713
   0.14263204]
 ...
 [-0.14182036 -0.1550301   0.4684321  ... -0.1651189  -0.18957475
   0.27620512]
 [-0.14192866 -0.04431874  0.34189522 ... -0.16066416 -0.1590856
   0.19627035]
 [-0.06306365 -0.1376402   0.3620777  ... -0.18515241 -0.14460833
   0.2277002 ]]"
2_581_u_5,"[[-0.11847249 -0.05551226  0.36951992 ... -0.16900733 -0.18027605
   0.21478447]
 [-0.1540386  -0.11292528  0.41767716 ... -0.0902397  -0.2148071
   0.22008535]
 [-0.21211514 -0.10686478  0.42562053 ... -0.06759599 -0.21314931
   0.18724436]
 ...
 [-0.1257925  -0.16246313  0.48213285 ... -0.14249748 -0.19288994
   0.26916185]
 [-0.17260723 -0.08823939  0.3968299  ... -0.12337953 -0.18031564
   0.19065145]
 [-0.11044687 -0.11049615  0.42355645 ... -0.18303539 -0.17822053
   0.23957531]]"
2_581_u_6,"[[-0.36099142 -0.14277576  0.36935356 ...  0.0398379  -0.11595705
   0.06538221]
 [-0.27321854 -0.11410966  0.36652339 ... -0.06463037 -0.1368209
   0.09921867]
 [-0.15087186  0.0881008   0.11780317 ... -0.06354842 -0.10242073
   0.14605857]
 ...
 [-0.09015332  0.10075784 -0.03109593 ... -0.13553813 -0.04870601
   0.09143013]
 [-0.07204038  0.03989166  0.17319618 ... -0.17113593 -0.12801865
   0.15299219]
 [-0.05470949  0.03868409  0.11714347 ... -0.17071801 -0.0901022
   0.15366948]]"
2_583_u_1,"[[-0.14568534 -0.260024    0.2793039  ... -0.02395343 -0.20521778
   0.17452316]
 [-0.16042885 -0.28545606  0.30720782 ... -0.01970337 -0.22241996
   0.19100146]
 [-0.13800117 -0.1840166   0.23053245 ... -0.04423247 -0.17253733
   0.11039051]
 ...
 [-0.1687851  -0.13770705  0.32427406 ... -0.09511334 -0.17770196
   0.16631028]
 [-0.07568051 -0.11195102  0.19061844 ... -0.1437572  -0.1125015
   0.15466475]
 [-0.15716326 -0.15793404  0.26949984 ... -0.06871173 -0.18972702
   0.18511005]]"
2_583_u_2,"[[-0.13380097 -0.02479434  0.32510528 ... -0.23196946 -0.12699151
   0.12558238]
 [-0.14209214 -0.03800212  0.3089502  ... -0.20437378 -0.13407429
   0.11647825]
 [-0.05919181 -0.10159694  0.20548965 ... -0.18594335 -0.01226007
   0.10275723]
 ...
 [-0.08990422 -0.02451587  0.31517607 ... -0.25536337 -0.13311833
   0.17569025]
 [-0.12203185 -0.04105492  0.39385557 ... -0.26895773 -0.15738516
   0.21296048]
 [-0.09841253  0.02361912  0.23887502 ... -0.26904967 -0.07300188
   0.10941336]]"
2_583_u_3,"[[-0.07465103 -0.07094337  0.43058896 ... -0.28155896 -0.15255685
   0.26079306]
 [-0.05237332 -0.14481227  0.47946674 ... -0.30519328 -0.16947873
   0.34325808]
 [-0.09065136 -0.11828915  0.4705569  ... -0.28102234 -0.151222
   0.2971145 ]
 ...
 [-0.09999341 -0.08751618  0.4772772  ... -0.28634307 -0.17245185
   0.3023769 ]
 [-0.11737345 -0.09565749  0.4760182  ... -0.25825006 -0.18111385
   0.285527  ]
 [-0.1232672  -0.11317051  0.49356258 ... -0.26530525 -0.19049895
   0.32550204]]"
2_583_u_4,"[[-0.08518693 -0.2462164   0.15612127 ... -0.06431517 -0.10909653
   0.07873091]
 [-0.16686346 -0.26759535  0.22502233 ... -0.05668767 -0.11129025
   0.01970816]
 [-0.15720172 -0.41312683  0.2128588  ...  0.00919026 -0.23499185
   0.17699407]
 ...
 [-0.28255275 -0.3279047   0.37295735 ...  0.06517285 -0.2837801
   0.21336538]
 [-0.16592191 -0.03313386  0.13541217 ... -0.0604999  -0.09943952
   0.19146074]
 [-0.24747209 -0.16626088  0.23320396 ...  0.05500563 -0.18570168
   0.16813715]]"
2_585_u_1,"[[-0.16509204 -0.029499    0.3789591  ... -0.12598951 -0.20513578
   0.20381184]
 [-0.16174641 -0.08370563  0.44269288 ... -0.17672737 -0.20405816
   0.26305056]
 [-0.19052072 -0.05713774  0.4164504  ... -0.12873866 -0.21298987
   0.22559327]
 ...
 [-0.30348697 -0.2705065   0.41156757 ...  0.02344192 -0.2879242
   0.19607742]
 [-0.2912914  -0.24504764  0.4264048  ... -0.00369667 -0.28931382
   0.21046436]
 [-0.2955186  -0.23481049  0.42986584 ...  0.00076955 -0.27962506
   0.20023458]]"
2_586_u_1,"[[-0.30176294 -0.26842147  0.26353943 ...  0.06576259 -0.23921601
   0.13520259]
 [-0.27746433 -0.17769769  0.22818328 ... -0.03257417 -0.11907871
   0.02897883]
 [-0.08082107 -0.08303228  0.05992085 ... -0.12128448 -0.01237796
   0.01489081]
 ...
 [-0.13872097 -0.09714302  0.43817383 ... -0.13898784 -0.19161025
   0.20655979]
 [-0.1814817  -0.06989431  0.37997234 ... -0.11251576 -0.1802054
   0.131585  ]
 [-0.11919738 -0.03377327  0.31139588 ... -0.18966863 -0.11710063
   0.10140277]]"
2_586_u_2,"[[-0.3279287  -0.3081692   0.33640534 ...  0.08826952 -0.26504815
   0.17327388]
 [-0.31116188 -0.23725472  0.24132994 ...  0.03955681 -0.17776518
   0.08680716]
 [-0.22888017 -0.20865907  0.22581361 ... -0.02266513 -0.17245962
   0.0579312 ]
 ...
 [-0.10694011 -0.09463304  0.46066982 ... -0.18241037 -0.1925587
   0.24405819]
 [-0.18442962 -0.07613783  0.3894182  ... -0.09020877 -0.17750889
   0.14734936]
 [-0.0947316  -0.05331627  0.24328077 ... -0.14450502 -0.07632408
   0.03691998]]"
2_586_u_3,"[[-0.3298624  -0.2772578   0.33505303 ...  0.08404702 -0.25704202
   0.16565244]
 [-0.2778655  -0.1603931   0.27488744 ...  0.02234971 -0.2018846
   0.1256951 ]
 [-0.29630986 -0.26553875  0.2865059  ...  0.00333872 -0.20998095
   0.09244171]
 ...
 [-0.11559942 -0.05220726  0.37938416 ... -0.14798194 -0.17326841
   0.1735346 ]
 [-0.15884177 -0.08231312  0.32961598 ... -0.01167222 -0.16889179
   0.0944683 ]
 [-0.1744509  -0.04018033  0.31876695 ... -0.10690548 -0.12078859
   0.05712546]]"
2_586_u_4,"[[-0.31487754 -0.3572619   0.34819257 ...  0.07794668 -0.2767422
   0.16278893]
 [-0.18575065 -0.18747966  0.29871786 ... -0.05463043 -0.16563663
   0.06951685]
 [-0.15476009 -0.09632344  0.20642056 ... -0.07814752 -0.15016678
   0.06840992]
 ...
 [-0.07303764 -0.1084999   0.4572197  ... -0.2170069  -0.17614795
   0.26354843]
 [-0.14910807 -0.07252017  0.41798744 ... -0.14447626 -0.1621882
   0.17161855]
 [-0.08679217 -0.01295067  0.31624022 ... -0.24662727 -0.10097533
   0.13370562]]"
2_587_u_1,"[[-0.08058682  0.02761665  0.14262283 ... -0.15136777 -0.12114222
   0.13821507]
 [-0.12793401  0.04897657  0.04430117 ... -0.15455885 -0.04430885
   0.15297282]
 [-0.08221574 -0.02131927  0.266129   ... -0.19940165 -0.15896346
   0.20599441]
 ...
 [-0.14442524  0.02361971  0.11263011 ... -0.09229901 -0.08983801
   0.17407934]
 [-0.15473078  0.0693717   0.11769006 ... -0.06665224 -0.13236791
   0.1152579 ]
 [-0.08865391  0.04567472  0.03443418 ... -0.13568634 -0.08212957
   0.1262236 ]]"
2_587_u_2,"[[-0.18062377 -0.20805575  0.3612791  ... -0.0556419  -0.2217254
   0.20812255]
 [-0.15959558 -0.19412415  0.37463805 ... -0.08793096 -0.2096824
   0.21922724]
 [-0.13276716 -0.02957905  0.22217743 ... -0.13269578 -0.13849379
   0.13075314]
 ...
 [-0.15418893 -0.1125221   0.26908392 ... -0.07735975 -0.19256295
   0.17180511]
 [-0.12283629  0.02021229  0.00872686 ... -0.12412727 -0.06268799
   0.14228691]
 [-0.11271949 -0.01242204  0.0308786  ... -0.06413749 -0.07275683
   0.13245898]]"
2_587_u_3,"[[-0.21636352 -0.12446107  0.28103223 ...  0.04480572 -0.2085837
   0.1632419 ]
 [-0.21013138 -0.2575338   0.280782   ...  0.05220464 -0.22879723
   0.1877462 ]
 [-0.18684962 -0.15965506  0.34474617 ... -0.04474112 -0.21850255
   0.18158334]
 ...
 [-0.10844177  0.01801493  0.11430073 ... -0.11036539 -0.11598076
   0.08308579]
 [-0.09191059  0.0373027   0.14258622 ... -0.13767177 -0.12238933
   0.09074917]
 [-0.07459699 -0.07489905  0.01638896 ... -0.08680624 -0.09067295
   0.13528983]]"
2_587_u_4,"[[-0.20600353 -0.22010687  0.2440198  ...  0.0619229  -0.22120933
   0.16982357]
 [-0.23169246 -0.31500608  0.29875728 ...  0.06801128 -0.27072594
   0.18150353]
 [-0.14177144 -0.05382617  0.2972179  ... -0.12469897 -0.17179602
   0.16310251]
 ...
 [-0.1453075  -0.03759133  0.31350362 ... -0.15578175 -0.1708404
   0.18287174]
 [-0.10627688  0.00594069  0.2771334  ... -0.20119245 -0.15975015
   0.1821675 ]
 [-0.08800399  0.06255218  0.03117514 ... -0.125947   -0.10132253
   0.09754024]]"
2_588_u_1,"[[-0.04596012 -0.03389351  0.10440594 ... -0.07700533 -0.04432668
   0.10909174]
 [-0.07681641 -0.06735772  0.09013659 ... -0.10902391 -0.09540637
   0.17009045]
 [-0.09451336 -0.0486031   0.24883749 ... -0.11554065 -0.13992268
   0.16283058]
 ...
 [-0.11866708  0.02612321  0.16353004 ... -0.1716565  -0.09656372
   0.10539687]
 [-0.11777185  0.03288361  0.21128942 ... -0.21338916 -0.11486419
   0.14121442]
 [-0.14403129 -0.07462052  0.38671556 ... -0.20075664 -0.17215237
   0.23029453]]"
2_589_u_1,"[[-0.23423317 -0.21900395  0.41752556 ... -0.01914745 -0.2583613
   0.20499636]
 [-0.20003393 -0.18297926  0.39311254 ... -0.07158522 -0.22820497
   0.22595385]
 [-0.20753597 -0.17124574  0.38204473 ... -0.03626359 -0.23703605
   0.1903602 ]
 ...
 [-0.13306297 -0.05871133  0.3368265  ... -0.12460065 -0.1879473
   0.16808832]
 [-0.17644364 -0.09444879  0.31996316 ... -0.06044627 -0.19488664
   0.14364715]
 [-0.16744912 -0.11566176  0.30639735 ... -0.04483109 -0.19973487
   0.14714502]]"
2_589_u_2,"[[-0.21455045 -0.19305263  0.40390593 ... -0.03774619 -0.2524443
   0.21345425]
 [-0.18468593 -0.1583638   0.39460373 ... -0.12441257 -0.22290348
   0.25302544]
 [-0.22764756 -0.17504159  0.37116843 ... -0.00965876 -0.2541067
   0.18272902]
 ...
 [-0.11697404 -0.07679385  0.32076862 ... -0.1131165  -0.18225822
   0.17185727]
 [-0.15136524 -0.08104977  0.3204053  ... -0.07761511 -0.18843545
   0.14538155]
 [-0.15598363 -0.14076751  0.3576957  ... -0.06857352 -0.21006887
   0.18822517]]"
2_58_u_1,"[[-0.02798135 -0.1222966   0.23194204 ... -0.01203056 -0.10281624
   0.16376334]
 [-0.1359686  -0.10684919  0.20533495 ...  0.07075097 -0.04842804
   0.09330882]
 [-0.06286071  0.02711308  0.04395855 ... -0.12131235 -0.01415678
   0.11065568]
 ...
 [ 0.01512689 -0.10159874  0.15381044 ... -0.04832648 -0.08788787
   0.12655218]
 [-0.00029504 -0.13492693  0.26945233 ... -0.08241133 -0.13694331
   0.19441305]
 [-0.04536394 -0.1244489   0.28206384 ... -0.03342231 -0.12934995
   0.17968194]]"
2_58_u_10,"[[-0.03476159 -0.07551531  0.20060013 ... -0.00411808 -0.07612228
   0.12487063]
 [-0.10561402 -0.02708831  0.10516016 ...  0.07565965 -0.01667921
   0.04691219]
 [-0.0366919   0.00224564  0.06543622 ... -0.1586426  -0.01988103
   0.1318544 ]
 ...
 [-0.02502822 -0.04606886  0.13387792 ... -0.00022373 -0.06542215
   0.09078798]
 [-0.04919742 -0.06858342  0.20187332 ...  0.01881578 -0.08425198
   0.13111936]
 [-0.07048543 -0.05573486  0.1842534  ...  0.05746643 -0.05092462
   0.14050506]]"
2_58_u_11,"[[-0.03496049 -0.06766938  0.19196463 ... -0.00414693 -0.06885113
   0.11999385]
 [-0.10500588 -0.02381331  0.10540356 ...  0.07683393 -0.01531597
   0.04635495]
 [-0.04311901  0.00342408  0.0653699  ... -0.15438046 -0.02097467
   0.13140962]
 ...
 [-0.0226656  -0.04414002  0.12869358 ...  0.00583448 -0.05551993
   0.08866329]
 [-0.05151661 -0.06546716  0.19403474 ...  0.0303695  -0.07793336
   0.12370558]
 [-0.0651693  -0.05988698  0.18098931 ...  0.05470938 -0.04848192
   0.14017498]]"
2_58_u_12,"[[-0.03217272 -0.08387586  0.21029142 ... -0.01150336 -0.0831208
   0.13458282]
 [-0.12062031 -0.0251605   0.1241782  ...  0.08657229 -0.02017046
   0.05479338]
 [-0.03741736  0.0063175   0.07027911 ... -0.1674574  -0.02505456
   0.13732667]
 ...
 [-0.02699707 -0.03113462  0.12022811 ...  0.01793665 -0.04377604
   0.07732603]
 [-0.06413831 -0.05033989  0.18623656 ...  0.04681937 -0.06495425
   0.1114926 ]
 [-0.05952611 -0.04072989  0.14817283 ...  0.04874476 -0.03090692
   0.12132765]]"
2_58_u_13,"[[-0.04245874 -0.08603343  0.22277997 ...  0.00129611 -0.08960831
   0.13538322]
 [-0.1321398  -0.02069107  0.14747222 ...  0.09046781 -0.02602298
   0.0648707 ]
 [-0.05174485  0.01465196  0.0629302  ... -0.15603739 -0.02537018
   0.13068691]
 ...
 [-0.0268586  -0.02730191  0.11879408 ...  0.01483317 -0.03819131
   0.07700518]
 [-0.08004306 -0.04165646  0.19316441 ...  0.05475762 -0.06178515
   0.11187431]
 [-0.06010926 -0.02689994  0.13835676 ...  0.04136663 -0.02687036
   0.1092879 ]]"
